,Compound,DateTime,Neg,Neu,Pos,Source,Text,Tweets Ago
372,-0.296,2017-12-02 15:26:13,0.879,0.121,0.0,CBSNews,Sexual Collapses of The American Empire. @TIME @BBCNews @CBSNews @Newsweek @cnni @TheEconomist @UNFCCC @AJEnglish @ABCWorldNews @NatGeo @ap,373
373,0.0,2017-12-02 15:26:12,1.0,0.0,0.0,CBSNews,@balticblau @nytimes @BostonGlobe @washingtonpost @DouglasInLA @BradfordColt @JockSportsGuy @latimes… https://t.co/PRUBvJ3GRD,374
374,0.1027,2017-12-02 15:26:11,0.909,0.0,0.091,BBCWorld,"RT @SimpnMild: *hasnt used paint since 5th grade*

Me: are you fuckin kidding me https://t.co/2kZGxjZsAr",375
375,0.1027,2017-12-02 15:26:10,0.909,0.0,0.091,BBCWorld,"RT @SimpnMild: *hasnt used paint since 5th grade*

Me: are you fuckin kidding me https://t.co/2kZGxjZsAr",376
376,-0.2732,2017-12-02 15:26:08,0.9,0.1,0.0,CBSNews,"RT @kylegriffin1: The White House's proposed budget cut to HIV/AIDS efforts could result in millions of new AIDS-related infections, accord…",377
377,-0.9114,2017-12-02 15:26:05,0.646,0.354,0.0,CBSNews,@CBSNews This is not a win! It is not a win for me. It is not as win for my parents or in-laws. It is not a win for… https://t.co/sUBvSxfQbf,378
378,-0.6908,2017-12-02 15:26:05,0.773,0.227,0.0,BBCWorld,"@BBCWorld @BBCNews Typical radical extremist Muslim Brother member, that's why there were listed as being a terrorist group",379
379,0.1027,2017-12-02 15:26:03,0.909,0.0,0.091,BBCWorld,"RT @SimpnMild: *hasnt used paint since 5th grade*

Me: are you fuckin kidding me https://t.co/2kZGxjZsAr",380
380,0.1027,2017-12-02 15:26:03,0.909,0.0,0.091,BBCWorld,"RT @SimpnMild: *hasnt used paint since 5th grade*

Me: are you fuckin kidding me https://t.co/2kZGxjZsAr",381
381,0.1027,2017-12-02 15:26:02,0.909,0.0,0.091,BBCWorld,"RT @SimpnMild: *hasnt used paint since 5th grade*

Me: are you fuckin kidding me https://t.co/2kZGxjZsAr",382
382,0.1027,2017-12-02 15:26:02,0.909,0.0,0.091,BBCWorld,"RT @SimpnMild: *hasnt used paint since 5th grade*

Me: are you fuckin kidding me https://t.co/2kZGxjZsAr",383
383,-0.6808,2017-12-02 15:26:02,0.797,0.203,0.0,BBCWorld,RT @STreachler: @BBCWorld I'm now grieving the loss of my childhood hobby of wildly drawing squiggle lines and then filling it in. I call t…,384
384,0.765,2017-12-02 15:26:02,0.476,0.105,0.419,CBSNews,RT @PatrickClaybon: Stop covering this like it’s sports for the love of god. https://t.co/jv2MDqKSEC,385
385,-0.2732,2017-12-02 15:26:02,0.9,0.1,0.0,CBSNews,"RT @kylegriffin1: The White House's proposed budget cut to HIV/AIDS efforts could result in millions of new AIDS-related infections, accord…",386
386,0.25,2017-12-02 15:26:01,0.917,0.0,0.083,CBSNews,"RT @drawandstrike: @Lrietsema @CBSNews Correct. 

He was acquitted of that. 

But anybody who thought this guy was just going to mosey on o…",387
387,-0.2732,2017-12-02 15:26:01,0.9,0.1,0.0,CBSNews,"RT @kylegriffin1: The White House's proposed budget cut to HIV/AIDS efforts could result in millions of new AIDS-related infections, accord…",388
388,-0.8687,2017-12-02 15:26:01,0.588,0.412,0.0,CBSNews,"Hecklers yell ""Lock him up!"" as Michael Flynn leaves courthouse after making guilty plea https://t.co/NQnCgrtn6c loser Liar",389
389,0.1027,2017-12-02 15:26:00,0.909,0.0,0.091,BBCWorld,"RT @SimpnMild: *hasnt used paint since 5th grade*

Me: are you fuckin kidding me https://t.co/2kZGxjZsAr",390
390,0.1027,2017-12-02 15:25:59,0.909,0.0,0.091,BBCWorld,"RT @SimpnMild: *hasnt used paint since 5th grade*

Me: are you fuckin kidding me https://t.co/2kZGxjZsAr",391
391,0.1027,2017-12-02 15:25:59,0.909,0.0,0.091,BBCWorld,"RT @SimpnMild: *hasnt used paint since 5th grade*

Me: are you fuckin kidding me https://t.co/2kZGxjZsAr",392
392,0.1027,2017-12-02 15:25:58,0.909,0.0,0.091,BBCWorld,"RT @SimpnMild: *hasnt used paint since 5th grade*

Me: are you fuckin kidding me https://t.co/2kZGxjZsAr",393
393,0.1027,2017-12-02 15:25:57,0.909,0.0,0.091,BBCWorld,"RT @SimpnMild: *hasnt used paint since 5th grade*

Me: are you fuckin kidding me https://t.co/2kZGxjZsAr",394
394,-0.2846,2017-12-02 15:25:57,0.779,0.132,0.089,CBSNews,"RT @jessespector: The Philadelphia Flyers also need a win, but when they get it, 13 million people won’t lose healthcare, so don’t frame go…",395
395,0.1027,2017-12-02 15:25:57,0.909,0.0,0.091,BBCWorld,"RT @SimpnMild: *hasnt used paint since 5th grade*

Me: are you fuckin kidding me https://t.co/2kZGxjZsAr",396
396,0.0,2017-12-02 15:25:56,1.0,0.0,0.0,BBCWorld,"@gaywonk Based on your criteria, @BBCWorld received an F this morning.",397
397,0.0,2017-12-02 15:25:54,1.0,0.0,0.0,BBCWorld,RT @AsekTimba: @PR_Paul_Biya @prc_cellcom @USEmbYaounde @UKinCameroon @BBCWorld @AJStream @RT_com @cnni @UNHumanRights @UN @Pontifex @realD…,398
398,0.0,2017-12-02 15:25:54,1.0,0.0,0.0,BBCWorld,"RT @ThankYouFromCat: AGRAÏM a la BBC i al periodista J. Reynolds el reportatge sobre els presos 
polítics.THANK YOU VERY MUCH, @BBCWorld an…",399
399,0.1027,2017-12-02 15:25:54,0.909,0.0,0.091,BBCWorld,"RT @SimpnMild: *hasnt used paint since 5th grade*

Me: are you fuckin kidding me https://t.co/2kZGxjZsAr",400
400,-0.6557,2017-12-02 15:25:52,0.725,0.213,0.062,CBSNews,"RT @drawandstrike: @Lrietsema @CBSNews He: 

1) is a convicted felon, so it is a crime for him to possess a gun. 
2) On top of being a conv…",401
401,0.1027,2017-12-02 15:25:52,0.909,0.0,0.091,BBCWorld,"RT @SimpnMild: *hasnt used paint since 5th grade*

Me: are you fuckin kidding me https://t.co/2kZGxjZsAr",402
402,0.0,2017-12-02 15:25:51,1.0,0.0,0.0,CBSNews,@CBSNews  https://t.co/6tcM6W2jbn,403
403,0.0,2017-12-02 15:25:47,1.0,0.0,0.0,BBCWorld,RT @BBCWorld: Microsoft is saying goodbye to Paint after 32 years https://t.co/1kXDubBwRB https://t.co/VS7hQKZ0Zk,404
404,0.0,2017-12-02 15:25:47,1.0,0.0,0.0,BBCWorld,@BBCWorld Roy Moore 2.0?,405
405,0.1027,2017-12-02 15:25:46,0.909,0.0,0.091,BBCWorld,"RT @SimpnMild: *hasnt used paint since 5th grade*

Me: are you fuckin kidding me https://t.co/2kZGxjZsAr",406
406,0.1027,2017-12-02 15:25:45,0.909,0.0,0.091,BBCWorld,"RT @SimpnMild: *hasnt used paint since 5th grade*

Me: are you fuckin kidding me https://t.co/2kZGxjZsAr",407
407,0.1027,2017-12-02 15:25:45,0.909,0.0,0.091,BBCWorld,"RT @SimpnMild: *hasnt used paint since 5th grade*

Me: are you fuckin kidding me https://t.co/2kZGxjZsAr",408
408,0.1027,2017-12-02 15:25:45,0.909,0.0,0.091,BBCWorld,"RT @SimpnMild: *hasnt used paint since 5th grade*

Me: are you fuckin kidding me https://t.co/2kZGxjZsAr",409
409,0.0,2017-12-02 15:25:43,1.0,0.0,0.0,CBSNews,@CBSNews @realDonaldTrump  https://t.co/7hvMBPqYIF,410
410,0.0,2017-12-02 15:25:43,1.0,0.0,0.0,CBSNews,"RT @logicalplz: ????????????????????????????????????????????CBS?NBC?ABC????????????

??????????????????????????????????????

https://t.co/5…",411
411,0.0,2017-12-02 15:25:42,1.0,0.0,0.0,BBCWorld,@RT_russian ?????: ??????????? ???????? https://t.co/iyU534I2WL   https://t.co/q1Q7YLIS1F )) ???????? ??????? Uncle… https://t.co/oCIPOH7QLL,412
412,0.0,2017-12-02 15:25:41,1.0,0.0,0.0,BBCWorld,You just can beat these Indian guys. There is some sense to this though... https://t.co/6bXynVsymS,413
413,0.0,2017-12-02 15:25:41,1.0,0.0,0.0,CBSNews,@CBSNews I can them as cellies....,414
414,0.128,2017-12-02 15:25:40,0.786,0.096,0.118,CBSNews,"RT @SLadreda: Wake up America stop watching 
.@ABC .@NBC .@CNN .@MSNBC 
.@CBSNews they're all #LIARS and yes .@realDonaldTrump 
.@POTUS is…",415
415,0.0,2017-12-02 15:25:40,1.0,0.0,0.0,CBSNews,"RT @danpfeiffer: Oh I don’t know, maybe focus your coverage on how the bill affects American’s pockets instead of politicians’ poll numbers…",416
416,0.1027,2017-12-02 15:25:39,0.909,0.0,0.091,BBCWorld,"RT @SimpnMild: *hasnt used paint since 5th grade*

Me: are you fuckin kidding me https://t.co/2kZGxjZsAr",417
417,0.0,2017-12-02 15:25:37,1.0,0.0,0.0,BBCWorld,"RT @OoAye8: #Myanmar, China to #deepen close ties
Beijing, 1 Dec 

State Counsellor Daw Aung San Suu Kyi and Chinese President Xi Jinping h…",418
418,0.0,2017-12-02 15:25:37,1.0,0.0,0.0,BBCWorld,"Brasil é o País da safadeza.
@MichelTemer gasta dinheiro pra comprar Deputados.
E falta dinheiro para investir na E… https://t.co/BjMcYjfFQv",419
419,-0.6059,2017-12-02 15:25:36,0.729,0.271,0.0,BBCWorld,@BBCWorld What a bizarre situation firstly that he should say such horrendous ill conceived things but also that he… https://t.co/xwHI9DBDoD,420
420,0.765,2017-12-02 15:25:36,0.476,0.105,0.419,CBSNews,RT @PatrickClaybon: Stop covering this like it’s sports for the love of god. https://t.co/jv2MDqKSEC,421
421,-0.2732,2017-12-02 15:25:36,0.9,0.1,0.0,CBSNews,"RT @kylegriffin1: The White House's proposed budget cut to HIV/AIDS efforts could result in millions of new AIDS-related infections, accord…",422
422,0.0,2017-12-02 15:25:36,1.0,0.0,0.0,CBSNews,@CBSNews And we should just believe him because he keeps saying it.,423
423,0.0,2017-12-02 15:25:35,1.0,0.0,0.0,CBSNews,"RT @CBSNews: JUST IN: Jared Kushner identified as the ""very senior"" Trump transition official who directed Michael Flynn to contact Russian…",424
424,0.1027,2017-12-02 15:25:34,0.909,0.0,0.091,BBCWorld,"RT @SimpnMild: *hasnt used paint since 5th grade*

Me: are you fuckin kidding me https://t.co/2kZGxjZsAr",425
425,0.1027,2017-12-02 15:25:34,0.909,0.0,0.091,BBCWorld,"RT @SimpnMild: *hasnt used paint since 5th grade*

Me: are you fuckin kidding me https://t.co/2kZGxjZsAr",426
426,-0.8316,2017-12-02 15:25:33,0.672,0.328,0.0,BBCWorld,"@BBCWorld What a stupid idiot. As long as there are such ignorant sexists around, islamic states will remain in their stone age.",427
427,0.1779,2017-12-02 15:25:30,0.611,0.168,0.221,BBCWorld,@BBCWorld @BBCNews I hope for at least 25 years no probation.,428
428,0.0,2017-12-02 15:25:29,1.0,0.0,0.0,CBSNews,"@ddiamond .@ABC @CBSNews @NBCNews @NewsHour @CNN @time @nytimes
@reuters @newsweek @usatoday @washingtonpost… https://t.co/gSKlDJWCHq",429
429,0.1695,2017-12-02 15:25:29,0.93,0.0,0.07,CBSNews,RT @RealCriticalMas: @CBSNews Let us all never forget that three times before in our Nation’s History when @gop controlled all Houses of Go…,430
430,0.1027,2017-12-02 15:25:28,0.909,0.0,0.091,BBCWorld,"RT @SimpnMild: *hasnt used paint since 5th grade*

Me: are you fuckin kidding me https://t.co/2kZGxjZsAr",431
431,0.0,2017-12-02 15:25:26,1.0,0.0,0.0,BBCWorld,"RT @ThankYouFromCat: AGRAÏM a la BBC i al periodista J. Reynolds el reportatge sobre els presos 
polítics.THANK YOU VERY MUCH, @BBCWorld an…",432
432,0.1027,2017-12-02 15:25:25,0.909,0.0,0.091,BBCWorld,"RT @SimpnMild: *hasnt used paint since 5th grade*

Me: are you fuckin kidding me https://t.co/2kZGxjZsAr",433
433,0.1027,2017-12-02 15:25:25,0.909,0.0,0.091,BBCWorld,"RT @SimpnMild: *hasnt used paint since 5th grade*

Me: are you fuckin kidding me https://t.co/2kZGxjZsAr",434
434,0.0,2017-12-02 15:25:25,1.0,0.0,0.0,CBSNews,"RT @CBSNews: JUST IN: Jared Kushner identified as the ""very senior"" Trump transition official who directed Michael Flynn to contact Russian…",435
435,-0.7579,2017-12-02 15:25:23,0.745,0.255,0.0,CBSNews,RT @CBSNews: Investigators in North Carolina say a missing 3-year-old girl is believed to be dead; her mother's boyfriend has been arrested…,436
436,0.0,2017-12-02 15:25:23,1.0,0.0,0.0,CBSNews,https://t.co/vhNUoHXPB3,437
437,-0.2846,2017-12-02 15:25:21,0.779,0.132,0.089,CBSNews,"RT @jessespector: The Philadelphia Flyers also need a win, but when they get it, 13 million people won’t lose healthcare, so don’t frame go…",438
438,0.0,2017-12-02 15:25:20,1.0,0.0,0.0,CBSNews,"Watch @spoontheband perform ""Do I Have to Talk You Into It"" on our #SaturdaySessions:  https://t.co/gfwEyvGzYu https://t.co/06aHQIx9fJ",439
439,-0.5859,2017-12-02 15:25:20,0.208,0.792,0.0,BBCWorld,@BBCWorld Wtf?,440
440,-0.2732,2017-12-02 15:25:19,0.9,0.1,0.0,CBSNews,"RT @kylegriffin1: The White House's proposed budget cut to HIV/AIDS efforts could result in millions of new AIDS-related infections, accord…",441
441,-0.7579,2017-12-02 15:25:19,0.681,0.319,0.0,CBSNews,"The new age of Journalism, no work no sweat  ...a Tweet + a Twist = Fake News @Newsweek @CNN @MSNBC @CBSNews… https://t.co/G9wG7TqymW",442
442,-0.4939,2017-12-02 15:25:19,0.714,0.286,0.0,BBCWorld,"RT @NYCenglessons: jailed: ?????
ripped jeans: ???????

???????????????????????????????????????????????????? https://t.co/hZsbAOpiB5",443
443,-0.5574,2017-12-02 15:25:17,0.841,0.159,0.0,BBCWorld,Women cannot have a walk in the streets of Mataró because they're wearing a yellow scarf. This is the fascist dicta… https://t.co/xFTV2GZYvI,444
444,0.1027,2017-12-02 15:25:17,0.909,0.0,0.091,BBCWorld,"RT @SimpnMild: *hasnt used paint since 5th grade*

Me: are you fuckin kidding me https://t.co/2kZGxjZsAr",445
445,0.1027,2017-12-02 15:25:17,0.909,0.0,0.091,BBCWorld,"RT @SimpnMild: *hasnt used paint since 5th grade*

Me: are you fuckin kidding me https://t.co/2kZGxjZsAr",446
446,0.1027,2017-12-02 15:25:16,0.909,0.0,0.091,BBCWorld,"RT @SimpnMild: *hasnt used paint since 5th grade*

Me: are you fuckin kidding me https://t.co/2kZGxjZsAr",447
447,0.1027,2017-12-02 15:25:14,0.909,0.0,0.091,BBCWorld,"RT @SimpnMild: *hasnt used paint since 5th grade*

Me: are you fuckin kidding me https://t.co/2kZGxjZsAr",448
448,-0.7574,2017-12-02 15:25:13,0.698,0.302,0.0,CBSNews,"Hecklers yell ""Lock him up!"" as Michael Flynn leaves courthouse after making guilty plea https://t.co/NQnCgrtn6c LMAO.... Loser",449
449,0.5859,2017-12-02 15:25:13,0.593,0.123,0.284,BBCWorld,"@BBCWorld For once, weak free speech &amp; due process wound up on the right side of justice.",450
450,0.1027,2017-12-02 15:25:11,0.909,0.0,0.091,BBCWorld,"RT @SimpnMild: *hasnt used paint since 5th grade*

Me: are you fuckin kidding me https://t.co/2kZGxjZsAr",451
451,0.1027,2017-12-02 15:25:11,0.909,0.0,0.091,BBCWorld,"RT @SimpnMild: *hasnt used paint since 5th grade*

Me: are you fuckin kidding me https://t.co/2kZGxjZsAr",452
452,0.3612,2017-12-02 15:25:10,0.865,0.0,0.135,CBSNews,"RT @Adjustedwell: Liberal Media like :

@NYTIMES
@washingtonpost 
@CNN
@MSNBC
@NBCNews 
@CBSNews
@ABCNEWS
@HuffPost 
@LATIMES

Are all Corr…",453
453,-0.6478,2017-12-02 15:25:09,0.763,0.237,0.0,CBSNews,"RT @CBSNews: President Trump reacts to Michael Flynn's guilty plea, says there was ""absolutely no collusion"" with Russia https://t.co/rxJYo…",454
454,0.1027,2017-12-02 15:25:09,0.909,0.0,0.091,BBCWorld,"RT @SimpnMild: *hasnt used paint since 5th grade*

Me: are you fuckin kidding me https://t.co/2kZGxjZsAr",455
455,0.1027,2017-12-02 15:25:09,0.909,0.0,0.091,BBCWorld,"RT @SimpnMild: *hasnt used paint since 5th grade*

Me: are you fuckin kidding me https://t.co/2kZGxjZsAr",456
456,0.1027,2017-12-02 15:25:08,0.909,0.0,0.091,BBCWorld,"RT @SimpnMild: *hasnt used paint since 5th grade*

Me: are you fuckin kidding me https://t.co/2kZGxjZsAr",457
457,0.0,2017-12-02 15:25:08,1.0,0.0,0.0,BBCWorld,RT @BBCWorld: Microsoft is saying goodbye to Paint after 32 years https://t.co/1kXDubBwRB https://t.co/VS7hQKZ0Zk,458
458,0.0,2017-12-02 15:25:07,1.0,0.0,0.0,CBSNews,RT @CollinsNicole07: @realDonaldTrump https://t.co/fVaYTL7Dzn,459
459,0.1027,2017-12-02 15:25:06,0.909,0.0,0.091,BBCWorld,"RT @SimpnMild: *hasnt used paint since 5th grade*

Me: are you fuckin kidding me https://t.co/2kZGxjZsAr",460
460,-0.5267,2017-12-02 15:25:06,0.855,0.145,0.0,CBSNews,@CBSNews it's disgusting how a man who Dedicates his Entire life in Service to Our Country.  and now has to defend… https://t.co/FUMgBQb6jF,461
461,0.5319,2017-12-02 15:25:05,0.671,0.0,0.329,CBSNews,Older People Say YES to Cannabis: https://t.co/7nWbwiN06h? https://t.co/RsrOGZBqGl,462
462,0.1027,2017-12-02 15:25:03,0.909,0.0,0.091,BBCWorld,"RT @SimpnMild: *hasnt used paint since 5th grade*

Me: are you fuckin kidding me https://t.co/2kZGxjZsAr",463
463,0.1027,2017-12-02 15:25:03,0.909,0.0,0.091,BBCWorld,"RT @SimpnMild: *hasnt used paint since 5th grade*

Me: are you fuckin kidding me https://t.co/2kZGxjZsAr",464
464,0.0,2017-12-02 15:25:02,1.0,0.0,0.0,CBSNews,"RT @danpfeiffer: Oh I don’t know, maybe focus your coverage on how the bill affects American’s pockets instead of politicians’ poll numbers…",465
465,0.0,2017-12-02 15:24:55,1.0,0.0,0.0,CBSNews,@CUBASIKASTRONO @TruVoice30 @CBSNews Discussions with Russia were after elections during transition period so had n… https://t.co/h4g2H3tVKC,466
466,-0.8442,2017-12-02 15:24:53,0.622,0.378,0.0,CBSNews,RT @di_plora: What's disturbing is the lack of interest/action regarding #UraniumOneScandal and the #ObamaGate crime spree. Especially now…,467
467,0.2263,2017-12-02 15:24:49,0.909,0.0,0.091,CBSNews,@CBSNews The true is the @realDonaldTrump have nothing to do with the Russian interfering but  some America using t… https://t.co/E3mewyy4R6,468
468,0.0,2017-12-02 15:24:46,1.0,0.0,0.0,CBSNews,Here we go. MSM YOU AREN'T DOING YOUR JOB TODAY if you don't let the public know bill ISN'T LAW YET. The different… https://t.co/3aueAfElYu,469
469,-0.296,2017-12-02 15:24:44,0.872,0.128,0.0,CBSNews,"Who couldn't see this coming several days ago?
Jesusmaryandjoseph...

Mariah Woods, missing 3-year-old, believed de… https://t.co/9tPOjfehPm",470
470,0.5574,2017-12-02 15:24:42,0.395,0.0,0.605,CBSNews,"@CBSNews Sure, Donald, sure. #traitortrump",471
471,0.3818,2017-12-02 15:24:39,0.843,0.0,0.157,CBSNews,"RT @hilaryr: Who benefits from GOP tax plan? ""The wealthy,"" Bloomberg editor @meganmurp says https://t.co/QEfEbuVu5G",472
472,0.0,2017-12-02 15:24:39,1.0,0.0,0.0,CBSNews,@CBSNews Doesn't even know the meaning of the word collusion.,473
473,0.0,2017-12-02 15:24:37,1.0,0.0,0.0,CBSNews,"RT @danpfeiffer: Oh I don’t know, maybe focus your coverage on how the bill affects American’s pockets instead of politicians’ poll numbers…",474
474,0.0,2017-12-02 15:24:35,1.0,0.0,0.0,CBSNews,Do we the people need further proof that #FAKENEWS  exists? @abcnews @msnbc @CBSNews @cnn @nbc @wapo @nytimes #MAGA… https://t.co/6MsQqLo8he,475
475,-0.5719,2017-12-02 15:24:34,0.798,0.152,0.049,CBSNews,All you need to read to want to vote all these bastards out is “Democrats were given the final bill shortly before… https://t.co/NCSHw6jYFV,476
476,0.0,2017-12-02 15:24:29,1.0,0.0,0.0,CBSNews,@CBSNews Of course not ?,477
477,-0.5719,2017-12-02 15:24:28,0.761,0.239,0.0,CBSNews,@CBSNews Can’t imagine anybody would hurt a child. Even animals won’t do it. Feel sorry for her family.,478
478,0.0,2017-12-02 15:24:27,1.0,0.0,0.0,CBSNews,"RT @danpfeiffer: Oh I don’t know, maybe focus your coverage on how the bill affects American’s pockets instead of politicians’ poll numbers…",479
479,-0.6478,2017-12-02 15:24:25,0.763,0.237,0.0,CBSNews,"RT @CBSNews: President Trump reacts to Michael Flynn's guilty plea, says there was ""absolutely no collusion"" with Russia https://t.co/rxJYo…",480
480,-0.2732,2017-12-02 15:24:13,0.9,0.1,0.0,CBSNews,"RT @kylegriffin1: The White House's proposed budget cut to HIV/AIDS efforts could result in millions of new AIDS-related infections, accord…",481
481,-0.5106,2017-12-02 15:24:08,0.65,0.35,0.0,CBSNews,Lawsuit accuses Philadelphia Eagles player of seducing man's wife https://t.co/gUy4ZxLURP,482
482,-0.8442,2017-12-02 15:24:04,0.622,0.378,0.0,CBSNews,RT @di_plora: What's disturbing is the lack of interest/action regarding #UraniumOneScandal and the #ObamaGate crime spree. Especially now…,483
483,0.0,2017-12-02 15:23:58,1.0,0.0,0.0,CBSNews,RT @Megha_Aggarwal_: @MohiniS20131066 @CBSNews Selfless services by Asaram Bapu Ji is memorable. #?????_??_?????? https://t.co/LVuIsRq93s,484
484,0.128,2017-12-02 15:23:52,0.786,0.096,0.118,CBSNews,"RT @SLadreda: Wake up America stop watching 
.@ABC .@NBC .@CNN .@MSNBC 
.@CBSNews they're all #LIARS and yes .@realDonaldTrump 
.@POTUS is…",485
485,0.0,2017-12-02 15:23:51,1.0,0.0,0.0,CBSNews,@latimes @sfchronicle @portlandtimes @lasvegasweekly @seattletimes @KISSFMPhoenix @dallasnews @chicagotribune… https://t.co/V8OyreAemz,486
486,-0.2942,2017-12-02 15:23:49,0.564,0.26,0.176,CBSNews,@CBSNews And @realDonaldTrump @potus is lying like he usually does!,487
487,-0.4753,2017-12-02 15:23:48,0.846,0.154,0.0,CBSNews,"RT @CBSNews: Hecklers yell ""Lock him up!"" as Michael Flynn leaves courthouse after making guilty plea https://t.co/2oVFmijMJy https://t.co/…",488
488,0.128,2017-12-02 15:23:47,0.786,0.096,0.118,CBSNews,"RT @SLadreda: Wake up America stop watching 
.@ABC .@NBC .@CNN .@MSNBC 
.@CBSNews they're all #LIARS and yes .@realDonaldTrump 
.@POTUS is…",489
489,0.0,2017-12-02 15:23:47,1.0,0.0,0.0,CBSNews,RT @XPOSEDMAGAZINE: OTRO JOVEN ALEGA FUE ABUSADO SEXUALMENTE  @PedroJulio pronto mas detalles en https://t.co/IEb6izMfLA  @CarmenYulinCruz…,490
490,0.0,2017-12-02 15:23:46,1.0,0.0,0.0,CBSNews,"Netflix announces third season of ""Stranger Things""
https://t.co/kd6rKHu33Q",491
491,-0.2732,2017-12-02 15:23:38,0.9,0.1,0.0,CBSNews,"RT @kylegriffin1: The White House's proposed budget cut to HIV/AIDS efforts could result in millions of new AIDS-related infections, accord…",492
492,0.0,2017-12-02 15:23:38,1.0,0.0,0.0,CBSNews,@CBSNews  https://t.co/t9VNfXFCO1,493
493,0.1867,2017-12-02 15:23:34,0.92,0.0,0.08,CBSNews,RT @FaceTheNation: .@SenSanders will be on the program tomorrow to discuss taxes and political victories for Democrats. Don't miss it! http…,494
494,0.0,2017-12-02 15:23:32,1.0,0.0,0.0,CBSNews,"RT @CBSNews: The first baby born from a uterus transplant in the U.S. has been delivered in Texas:
https://t.co/5i0f6j2ZB7 https://t.co/c5y…",495
495,-0.2732,2017-12-02 15:23:32,0.9,0.1,0.0,CBSNews,"RT @kylegriffin1: The White House's proposed budget cut to HIV/AIDS efforts could result in millions of new AIDS-related infections, accord…",496
496,0.5106,2017-12-02 15:23:29,0.852,0.0,0.148,CBSNews,@CNN @ABC @CBSNews @NBCNews This is our free false equivalency Press we must defend. We need journalists to report… https://t.co/3RiDeT88P1,497
497,-0.4939,2017-12-02 15:23:22,0.714,0.286,0.0,CBSNews,Shameful.  That should come out of his pocket. https://t.co/6rNcUDuGyw,498
498,0.0,2017-12-02 15:23:22,1.0,0.0,0.0,CBSNews,Who didn’t see this coming a mile away? https://t.co/6FLOkJ2pc5,499
499,-0.2732,2017-12-02 15:23:19,0.9,0.1,0.0,CBSNews,"RT @kylegriffin1: The White House's proposed budget cut to HIV/AIDS efforts could result in millions of new AIDS-related infections, accord…",500
